"filename", "language", "Ignore", "TypeScript", "Markdown", "YAML", "JSON with Comments", "JavaScript", "TypeScript JSX", "JSON", "PostCSS", "Docker", "Shell Script", "comment", "blank", "total"
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\courses\index.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 25
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\jotai-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\theme-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\theme-toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 5, 41
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 7, 54
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 6, 47
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 6, 60
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 14, 144
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 19, 258
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 23, 149
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 22
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 25
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 59
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 14, 140
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 660, 0, 0, 0, 0, 12, 55, 727
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 8, 62
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\env.js", "JavaScript", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 23, 4, 81
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\use-mobile.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\useSidebarItems.ts", "TypeScript", 0, 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 25, 618
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\useSkillsService.ts", "TypeScript", 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 51, 391
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\hooks\useUserPermissions.ts", "TypeScript", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 33, 302
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\instrumentation-client.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 31
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\instrumentation.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\__tests__\utils.test.ts", "TypeScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 115
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\logging\hooks.ts", "TypeScript", 0, 341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 44, 426
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\logging\utils.ts", "TypeScript", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 36, 366
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\performance\__tests__\courseOptimizations.test.ts", "TypeScript", 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 95, 494
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\performance\courseOptimizations.ts", "TypeScript", 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 51, 325
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\utils.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 65
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\utils\balance.ts", "TypeScript", 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 39, 360
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\utils\env-checker.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 20, 151
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\utils\userRoles.ts", "TypeScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 17, 157
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\validations\courses.ts", "TypeScript", 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 74, 740
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\validations\gigs.ts", "TypeScript", 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 39, 343
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\validations\profile.ts", "TypeScript", 0, 249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 22, 314
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\lib\validations\users.ts", "TypeScript", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 217
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\middleware.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 31
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\providers\ConvexClientProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 1, 6, 30
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\services\observability\logging.ts", "TypeScript", 0, 504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 78, 700
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\styles\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 7, 126
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\courses.ts", "TypeScript", 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 277, 190, 844
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\gigs.ts", "TypeScript", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 23, 203
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\logging.ts", "TypeScript", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 19, 181
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\profile.ts", "TypeScript", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 11, 157
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\sidebar.ts", "TypeScript", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 61, 258
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\skills.ts", "TypeScript", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 78, 358
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\src\types\users.ts", "TypeScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 28, 205
"c:\Users\dell\WebstormProjects\Gigsy_Digitopia2025\gigsy\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 4, 4, 44
"Total", "-", 34, 9329, 10457, 10494, 54, 203, 6926, 115, 119, 51, 1637, 3463, 8567, 51449
